crop,seg,province,dlnC,price,price_labor,price_mach,price_fert,price_seed,price_other,yield,tech,residual
peanut,2004-2024,四川,1.7919244394513,1.69219508393183,1.33229590004076,0.0770859275643669,0.0784913553633116,0.153504805780794,0.0508170951825986,0.00780088020275221,-0.0689250321844397,0.160853507501162
peanut,2004-2024,安徽,1.15666444336627,1.31792039394932,0.924493026801763,0.0562177375799295,0.101033812023212,0.173914300615635,0.0622615169287785,0.0341939102239226,0.00814666640109306,-0.203596527208065
peanut,2004-2024,山东,1.22670667526384,1.30056746951158,0.976753308383337,0.105211671229984,0.0705135805143434,0.127867734913775,0.0202211744701447,0.0356381097800554,0.0276752797662604,-0.137174183794065
peanut,2004-2024,广东,1.28032964375405,1.59617410025365,0.977815106317795,0.159951820605512,0.148113322619354,0.220951183609462,0.0893426671015298,0.00507188258573841,0.0108717462580514,-0.331788085343392
peanut,2004-2024,广西,1.43880363037155,1.56330759577778,1.05982998672659,0.11927809400043,0.0773638602034956,0.184375903875231,0.122459750972032,0.0120854388380134,-0.00571774217505859,-0.130871662069186
peanut,2004-2024,河北,1.27877242813467,1.24982933613863,0.958590369096559,0.0589742589973166,0.0749219230453174,0.156600819806942,0.000741965192494908,0.0642947146815706,0.0123129148212076,-0.0476645375067353
peanut,2004-2024,河南,1.23342435502958,1.32535181887832,0.957314918242092,0.0679064065651282,0.0987213767903035,0.138585218498934,0.0628238987818619,0.0460663885196497,0.01524860530977,-0.153242457678156
peanut,2004-2024,湖北,1.20933675235222,1.50909147117198,1.10404434851607,0.0634117071858859,0.113804889857519,0.186421902187462,0.0414086234250444,-0.0266508665224406,-0.0174742576068102,-0.255629594690505
peanut,2004-2024,福建,1.3376342707751,1.6725101006455,1.16611656078293,0.118586118217149,0.0830105820552664,0.247230517821243,0.0575663217689193,-0.0284183931215496,0.00174784848484917,-0.308205285233704
peanut,2004-2024,辽宁,0.982920267915471,1.22399000035289,0.700844676531431,0.128769549367375,0.146741336167901,0.170901620879703,0.0767328174064778,0.0474986314025389,0.0166121719903536,-0.305180535830309
peanut,2004-2013,安徽,1.21005962984204,1.28390817427434,0.901832534186209,0.0274941784551161,0.079607453760477,0.231709203160887,0.0432648047116547,-0.0247791421650125,0.0509309122396915,-0.100000314506986
peanut,2004-2013,山东,1.01817647806791,1.07672801330654,0.815637520330071,0.0854295738187839,0.0443239267209241,0.0995613844742767,0.0317756079624859,0.0285356543928515,0.062441898718515,-0.149529088350002
peanut,2004-2013,广东,1.05174787202358,1.2099369252535,0.831853442000587,0.0489537814376604,0.0897355054801031,0.143025560493611,0.0963686358415417,0.00195795942782956,0.0518468863735014,-0.211993899031257
peanut,2004-2013,广西,1.17800141459597,1.22560571922481,0.849122192083086,0.0899120824599343,0.0552695539865871,0.156378623882841,0.0749232668123602,0.0180263747578789,0.0438744997569614,-0.109505179143677
peanut,2004-2013,河北,1.17340033799131,1.04915228800438,0.791362206620649,0.0251986306183162,0.0569642928690409,0.17045659380287,0.00517056409350525,0.0337463822107476,0.0538767846215268,0.0366248831546559
peanut,2004-2013,河南,0.948414696203657,1.09874724367111,0.828530993761791,0.0433687018655655,0.0635573265993125,0.112074239758634,0.0512159816858093,0.0531274044385125,0.0545953329703091,-0.258055284876277
peanut,2004-2013,福建,1.21747036205435,1.29215204798346,0.916827620880268,0.0874299716032454,0.0489593756044079,0.18533770021896,0.0535973796765805,-0.0427061889505366,0.0520802138040506,-0.08405571078263
peanut,2004-2013,辽宁,0.925032842097023,1.0934902890084,0.728788400061998,0.083348315675489,0.102595525514526,0.133997712598051,0.0447603351583346,0.073864817193731,0.0541217178857617,-0.296443981990869
peanut,2013-2024,安徽,-0.0533951864757683,0.157996853948271,0.204498556438858,0.0104358245391651,-0.00125214155182673,-0.0606468029782162,0.00496141750029059,0.0408475799283322,-0.0437616358645657,-0.208477984487806
peanut,2013-2024,山东,0.20853019719593,0.258838615880958,0.220478905906738,0.00103364672598851,0.0216700727324037,0.0247713918340661,-0.00911540131823745,0.00995817041753773,-0.0358325173708427,-0.024434071731723
peanut,2013-2024,广东,0.228581771730474,0.411876328381473,0.224725576039124,0.0961506339126107,0.0370989242934319,0.0619420038236985,-0.00804080968739178,0.00243416646943991,-0.0420088451942951,-0.143719877926143
peanut,2013-2024,广西,0.260802215775574,0.337914930920151,0.241901897921905,0.0226084127208919,0.0252044261059425,0.020749689326123,0.0274505048452885,-0.000735316132668687,-0.0453274387692404,-0.031049960242668
peanut,2013-2024,河北,0.105372090143361,0.253506508487694,0.223158491041495,0.026823358363521,0.0121784120339839,-0.00526926187359042,-0.00338449107771531,0.0281080869409687,-0.0426785454631079,-0.133563959822194
peanut,2013-2024,河南,0.285009658825927,0.26462935806143,0.191992549450571,0.023382983844858,0.0275545114818734,0.0242716380452355,-0.00257232476110802,0.00322545820580728,-0.0400338446554093,0.0571886872140992
peanut,2013-2024,福建,0.120163908720754,0.384242296994586,0.26570208649091,0.0304603595043783,0.0252864388123335,0.0622330079380984,0.000560404248865262,0.000661152328102527,-0.0459677721596645,-0.21877176844227
peanut,2013-2024,辽宁,0.0578874258184485,0.234331144242134,0.154724740374194,0.0191166992410769,0.0200280748670454,0.0342583790791161,0.00620325068070179,-0.0011055663959561,-0.0421661906893746,-0.133171961338355
peanut,2004-2024,NATIONAL,1.26439765897501,1.40695744329783,0.990607542625936,0.0921711184612805,0.0988216751718793,0.171151864994622,0.0542052420441078,0.025368232963641,0.00379323966260109,-0.17172125694906
peanut,2004-2013,NATIONAL,1.07386063074682,1.15214637103957,0.825469006113133,0.0618740957752902,0.0680544675136624,0.149630849684111,0.0471179519533757,0.0230844814046491,0.0536824178650348,-0.155052639562435
peanut,2013-2024,NATIONAL,0.139601634502955,0.27210978927975,0.211685255199293,0.0249636424996469,0.0193126324425543,0.0150701623449056,0.00107809679335041,0.0124416957748427,-0.0418653155512184,-0.10308453500042
